100	0.0215249	0.00929156
100	3.88622e-05	5.14639
100	4.31538e-05	4.63459
100	3.69549e-05	5.41201
100	3.88622e-05	5.14639
100	3.79086e-05	5.27585
100	4.60148e-05	4.34643
100	3.88622e-05	5.14639
100	3.69549e-05	5.41201
100	3.60012e-05	5.55537
200	0.000116825	6.84784
200	0.000120878	6.61823
200	0.000119925	6.67086
200	0.000132084	6.05676
200	0.000133038	6.01334
200	0.000131845	6.06771
200	0.000115871	6.9042
200	0.000133038	6.01334
200	0.000121832	6.56643
200	0.000123024	6.5028
300	0.000250101	7.19709
300	0.00027895	6.45278
300	0.000247002	7.2874
300	0.00027895	6.45278
300	0.000292063	6.16306
300	0.00026083	6.90105
300	0.00026989	6.66939
300	0.000265121	6.78934
300	0.000262022	6.86965
300	0.000258923	6.95189
500	0.000657082	7.6094
500	0.000648022	7.71579
500	0.000672102	7.43935
500	0.00068593	7.28937
500	0.000658035	7.59838
500	0.000700951	7.13317
500	0.000662088	7.55186
500	0.000668049	7.48448
500	0.000691891	7.22657
500	0.000658035	7.59838
700	0.00124907	7.84581
700	0.00124788	7.8533
700	0.00131798	7.43563
700	0.00127792	7.66869
700	0.00128603	7.62035
700	0.00124288	7.88494
700	0.00128007	7.65584
700	0.00134683	7.27636
700	0.00130177	7.52824
700	0.00128818	7.60766
1000	0.00283885	7.04511
1000	0.00275493	7.25972
1000	0.002738	7.3046
1000	0.00273204	7.32054
1000	0.00280499	7.13014
1000	0.00273085	7.32374
1000	0.00280499	7.13014
1000	0.00278306	7.18633
1000	0.00271082	7.37784
1000	0.00281596	7.10237
1500	0.00686908	6.5511
1500	0.00690103	6.52077
1500	0.00676107	6.65575
1500	0.00665808	6.75871
1500	0.00670409	6.71232
1500	0.00666904	6.74759
1500	0.00674486	6.67175
1500	0.0067029	6.71351
1500	0.00667906	6.73748
1500	0.00666308	6.75363
2000	0.016304	4.90677
2000	0.0167358	4.78017
2000	0.016114	4.96463
2000	0.0166559	4.8031
2000	0.016402	4.87745
2000	0.0166631	4.80103
2000	0.016206	4.93644
2000	0.0167341	4.78065
2000	0.0162332	4.92817
2000	0.0164139	4.87391
2500	0.00382304	3.26965
2500	0.00377297	3.31304
2500	0.00379801	3.2912
2500	0.00376296	3.32185
2500	0.0037508	3.33262
2500	0.00360584	3.4666
2500	0.00384593	3.25019
2500	0.003613	3.45973
2500	0.003793	3.29554
2500	0.00367284	3.40336
3000	0.00519705	3.4635
3000	0.00536489	3.35514
3000	0.00532103	3.38281
3000	0.00525403	3.42594
3000	0.00551796	3.26208
3000	0.00522709	3.4436
3000	0.00529885	3.39696
3000	0.00528502	3.40585
3000	0.00533819	3.37193
3000	0.00784993	2.29301
3500	0.00737	3.32429
3500	0.007586	3.22963
3500	0.00753307	3.25232
3500	0.00759697	3.22497
3500	0.00734591	3.33519
3500	0.00752807	3.25449
3500	0.00729299	3.35939
3500	0.00728798	3.3617
3500	0.00755	3.24503
3500	0.00733209	3.34148
4000	0.0103822	3.08221
4000	0.0101662	3.1477
4000	0.010721	2.98481
4000	0.00966001	3.31263
4000	0.00995517	3.21441
4000	0.010174	3.14526
4000	0.0101011	3.16798
4000	0.00970507	3.29725
4000	0.00986099	3.24511
4000	0.00972104	3.29183
4500	0.0122969	3.29351
4500	0.0122819	3.29754
4500	0.0124118	3.26302
4500	0.012054	3.35989
4500	0.0121989	3.31996
4500	0.01209	3.34988
