1	6.45963
1	6.378
1	6.38154
1	6.3766
1	6.38036
1	6.38579
2	3.40952
2	3.40837
2	3.41837
2	3.40133
2	3.40266
2	3.40557
4	1.86389
4	1.86276
4	1.88563
4	1.85868
4	1.86605
4	1.87823
6	1.35459
6	1.35848
6	1.38664
6	1.37798
6	1.39415
6	1.36222
8	1.11165
8	1.10316
8	1.09414
8	1.07807
8	1.08441
8	1.07924
10	0.942572
10	0.913721
10	0.937975
10	0.919533
10	0.926324
10	0.934621
12	0.819366
12	0.834861
12	0.835016
12	0.844323
12	0.850118
12	0.884318
14	0.833445
14	0.783904
14	0.804839
14	0.810266
14	0.798106
14	0.824382
16	0.781225
16	0.789209
16	0.777347
16	0.781516
16	0.794164
16	0.785794
18	0.786123
18	0.791852
18	0.775169
18	0.789434
18	0.794768
18	0.796236
20	0.75291
20	0.763508
20	0.76886
20	0.750604
20	0.75059
20	0.772485
