4000	3.14624
4000	2.63887
4000	2.60743
4000	2.60992
4000	2.59938
4000	2.59929
4000	2.62445
4000	2.58372
4000	2.5875
4000	2.57624
5000	5.37399
5000	5.41813
5000	5.05568
5000	5.35618
5000	5.14605
5000	5.26934
5000	5.49725
5000	5.21396
5000	5.23798
5000	5.50092
6000	8.99922
6000	9.0105
6000	9.14341
6000	9.40298
6000	8.83449
6000	9.13731
6000	9.32435
6000	8.87619
6000	9.04948
6000	9.04708
7000	14.9265
7000	14.5457
7000	14.3088
7000	14.5199
7000	14.5282
7000	14.4705
7000	14.6157
7000	14.9459
7000	14.5407
7000	14.873
8000	21.754
8000	22.1984
8000	21.8688
8000	21.895
8000	22.1952
8000	21.6239
8000	21.4255
8000	21.5302
8000	21.8413
8000	22.1392
9000	31.7617
9000	30.7293
9000	31.6901
9000	32.4085
9000	31.8625
9000	31.1325
9000	30.5
9000	30.9334
9000	31.2611
9000	31.3435
10000	41.4499
10000	42.3777
10000	41.3783
10000	41.7677
10000	42.1543
10000	42.5894
10000	41.3572
10000	40.9289
10000	43.2645
10000	42.2552
11000	55.4472
11000	56.957
11000	56.7218
11000	57.2346
11000	56.6415
11000	58.2337
11000	58.0481
11000	56.3099
11000	57.11
11000	56.5767
12000	73.236
12000	75.1504
12000	75.1417
12000	72.362
12000	74.267
12000	75.0831
12000	76.0672
12000	73.317
12000	74.5318
12000	74.8532
13000	92.7528
13000	94.0002
13000	91.6929
13000	91.3415
13000	92.3429
13000	94.0983
13000	93.8309
13000	93.5064
13000	97.1289
13000	92.3139
14000	116.969
14000	117.325
14000	116.911
14000	115.05
14000	117.219
14000	116.638
14000	118.838
14000	117.536
14000	115.862
14000	116.714
15000	146.989
15000	146.595
15000	146.539
15000	147.703
15000	148.626
15000	146.053
15000	143.481
15000	147.47
15000	144.491
15000	147.415
16000	181.493
16000	177.267
16000	179.4
16000	180.502
16000	179.795
16000	178.734
16000	184.038
16000	180.867
16000	180.288
16000	178.577
17000	218.345
17000	216.805
17000	213.597
17000	214.202
17000	215.902
17000	215.341
17000	218.028
17000	214.363
17000	217.11
17000	213.074
18000	254.337
18000	254.388
18000	253.335
18000	253.876
18000	251.482
18000	251.664
18000	250.691
18000	252.345
18000	250.847
18000	253.705
