4000	2.59938
4000	2.59929
4000	2.62445
4000	2.58372
4000	2.5875
4000	2.57624
6000	8.83449
6000	9.13731
6000	9.32435
6000	8.87619
6000	9.04948
6000	9.04708
8000	22.1952
8000	21.6239
8000	21.4255
8000	21.5302
8000	21.8413
8000	22.1392
10000	42.1543
10000	42.5894
10000	41.3572
10000	40.9289
10000	43.2645
10000	42.2552
12000	74.267
12000	75.0831
12000	76.0672
12000	73.317
12000	74.5318
12000	74.8532
14000	116.969
14000	116.638
14000	118.838
14000	117.536
14000	115.862
14000	116.714
16000	179.795
16000	178.734
16000	184.038
16000	180.867
16000	180.288
16000	178.577
18000	251.482
18000	251.664
18000	250.691
18000	252.345
18000	250.847
18000	253.705
