20	0.99188
20	0.814387
20	0.792616
20	0.788121
20	0.801811
20	0.762541
20	1.84624
20	1.84717
20	1.89683
20	1.86192
20	1.93343
20	1.86898
20	3.69556
20	3.69069
20	3.67619
20	3.69416
20	3.66382
20	3.70332
20	6.64053
20	6.64783
20	6.60114
20	6.61566
20	6.65225
20	6.63736
20	10.843
20	10.9228
20	10.9782
20	10.9699
20	10.8805
20	10.9871
20	16.9359
20	16.9486
20	16.9995
20	17.0387
20	16.9535
20	17.0145
20	25.0046
20	24.9613
20	26.4678
20	25.5262
20	25.2584
20	25.0164
20	35.072
20	35.2435
20	35.1832
20	35.2191
20	35.1614
20	35.2352
