4000	2.44177
4000	2.39038
4000	2.38001
4000	2.38753
4000	2.37045
4000	2.43717
6000	5.11518
6000	4.78689
6000	4.80521
6000	4.77732
6000	5.60427
6000	4.82388
8000	7.73743
8000	8.57291
8000	8.64517
8000	8.67278
8000	8.52028
8000	8.52904
10000	14.1497
10000	14.1264
10000	14.129
10000	14.1809
10000	14.4606
10000	14.4109
12000	21.9338
12000	21.867
12000	21.8749
12000	21.8736
12000	22.7383
12000	21.9337
14000	31.7161
14000	31.8126
14000	31.3272
14000	30.9822
14000	37.7772
14000	31.9289
16000	43.7566
16000	43.6745
16000	43.6342
16000	43.3857
16000	40.3099
16000	44.0459
18000	59.6714
18000	59.8179
18000	59.8636
18000	59.3667
18000	59.8932
18000	59.4182
